timestamp,pid,name,cpu,rss,threads
2025-11-28 00:06:31,0,kernel_task,,0,
2025-11-28 00:06:31,1,launchd,,0,
2025-11-28 00:06:31,106,logd,,0,
2025-11-28 00:06:31,107,smd,,0,
2025-11-28 00:06:31,108,UserEventAgent,,0,
2025-11-28 00:06:31,111,fseventsd,,0,
2025-11-28 00:06:31,112,mediaremoted,,0,
2025-11-28 00:06:31,115,systemstats,,0,
2025-11-28 00:06:31,117,accessoryupdater,,0,
2025-11-28 00:06:31,118,uarpassetmanager,,0,
2025-11-28 00:06:31,119,configd,,0,
2025-11-28 00:06:31,120,endpointsecurity,,0,
2025-11-28 00:06:31,121,powerd,,0,
2025-11-28 00:06:31,124,amfid,,0,
2025-11-28 00:06:31,126,remoted,,0,
2025-11-28 00:06:31,128,keybagd,,0,
2025-11-28 00:06:31,129,softwareupdated,,0,
2025-11-28 00:06:31,130,corespeechd_syst,,0,
2025-11-28 00:06:31,132,watchdogd,,0,
2025-11-28 00:06:31,136,mds,,0,
2025-11-28 00:06:31,137,iconservicesd,,0,
2025-11-28 00:06:31,138,kernelmanagerd,,0,
2025-11-28 00:06:31,139,diskarbitrationd,,0,
2025-11-28 00:06:31,142,coreduetd,,0,
2025-11-28 00:06:31,143,syslogd,,0,
2025-11-28 00:06:31,146,thermalmonitord,,0,
2025-11-28 00:06:31,147,contextstored,,0,
2025-11-28 00:06:31,148,opendirectoryd,,0,
2025-11-28 00:06:31,150,apsd,,0,
2025-11-28 00:06:31,151,launchservicesd,,0,
2025-11-28 00:06:31,152,timed,,0,
2025-11-28 00:06:31,153,usbmuxd,,0,
2025-11-28 00:06:31,154,securityd,,0,
2025-11-28 00:06:31,156,locationd,,0,
2025-11-28 00:06:31,157,nesessionmanager,,0,
2025-11-28 00:06:31,159,autofsd,,0,
2025-11-28 00:06:31,160,displaypolicyd,,0,
2025-11-28 00:06:31,161,dasd,,0,
2025-11-28 00:06:31,162,kdc,,0,
2025-11-28 00:06:31,165,distnoted,,0,
2025-11-28 00:06:31,166,AppleCredentialM,,0,
2025-11-28 00:06:31,168,dirhelper,,0,
2025-11-28 00:06:31,169,logind,,0,
2025-11-28 00:06:31,170,revisiond,,0,
2025-11-28 00:06:31,171,KernelEventAgent,,0,
2025-11-28 00:06:31,173,usermanagerd,,0,
2025-11-28 00:06:31,175,bluetoothd,,0,
2025-11-28 00:06:31,176,notifyd,,0,
2025-11-28 00:06:31,177,sandboxd,,0,
2025-11-28 00:06:31,178,corebrightnessd,,0,
2025-11-28 00:06:31,179,AirPlayXPCHelper,,0,
2025-11-28 00:06:31,180,com.apple.cmio.r,,0,
2025-11-28 00:06:31,221,WindowServer,,0,
2025-11-28 00:06:31,222,tccd,,0,
2025-11-28 00:06:31,223,aslmanager,,0,
2025-11-28 00:06:31,224,cfprefsd,,0,
2025-11-28 00:06:31,226,loginwindow,0.0,34009088,4
2025-11-28 00:06:31,227,fskitd,,0,
2025-11-28 00:06:31,228,analyticsd,,0,
2025-11-28 00:06:31,229,logd_helper,,0,
2025-11-28 00:06:31,231,runningboardd,,0,
2025-11-28 00:06:31,232,coreservicesd,,0,
2025-11-28 00:06:31,233,powerexperienced,,0,
2025-11-28 00:06:31,234,containermanager,,0,
2025-11-28 00:06:31,236,backgroundtaskma,,0,
2025-11-28 00:06:31,237,lsd,,0,
2025-11-28 00:06:31,238,XProtectPluginSe,,0,
2025-11-28 00:06:31,239,trustd,,0,
2025-11-28 00:06:31,240,coreaudiod,,0,
2025-11-28 00:06:31,241,distnoted,,0,
2025-11-28 00:06:31,242,trustdFileHelper,,0,
2025-11-28 00:06:31,243,corekdld,,0,
2025-11-28 00:06:31,244,bosUpdateProxy,,0,
2025-11-28 00:06:31,247,SubmitDiagInfo,,0,
2025-11-28 00:06:31,251,mobileassetd,,0,
2025-11-28 00:06:31,252,distnoted,,0,
2025-11-28 00:06:31,253,mDNSResponder,,0,
2025-11-28 00:06:31,254,extensionkitserv,,0,
2025-11-28 00:06:31,255,multiversed,,0,
2025-11-28 00:06:31,256,com.apple.ifdrea,,0,
2025-11-28 00:06:31,257,nsurlsessiond,,0,
2025-11-28 00:06:31,258,apfsd,,0,
2025-11-28 00:06:31,259,airportd,,0,
2025-11-28 00:06:31,260,biomed,,0,
2025-11-28 00:06:31,261,installerdiagwat,,0,
2025-11-28 00:06:31,262,VDCAssistant,,0,
2025-11-28 00:06:31,263,nehelper,,0,
2025-11-28 00:06:31,264,sysextd,,0,
2025-11-28 00:06:31,265,PowerUIAgent,,0,
2025-11-28 00:06:31,266,systemstatusd,,0,
2025-11-28 00:06:31,268,com.apple.fskit.,,0,
2025-11-28 00:06:31,269,distnoted,,0,
2025-11-28 00:06:31,271,secinitd,,0,
2025-11-28 00:06:31,272,findmydeviced,,0,
2025-11-28 00:06:31,273,symptomsd,,0,
2025-11-28 00:06:31,274,mDNSResponderHel,,0,
2025-11-28 00:06:31,275,fskit_helper,,0,
2025-11-28 00:06:31,276,authd,,0,
2025-11-28 00:06:31,280,socketfilterfw,,0,
2025-11-28 00:06:31,285,cryptexd,,0,
2025-11-28 00:06:31,291,com.apple.CodeSi,,0,
2025-11-28 00:06:31,292,PerfPowerTelemet,,0,
2025-11-28 00:06:31,293,storagekitd,,0,
2025-11-28 00:06:31,294,securityd_system,,0,
2025-11-28 00:06:31,295,backupd,,0,
2025-11-28 00:06:31,299,filecoordination,,0,
2025-11-28 00:06:31,303,com.apple.geod,,0,
2025-11-28 00:06:31,309,distnoted,,0,
2025-11-28 00:06:31,311,PlugInLibrarySer,,0,
2025-11-28 00:06:31,313,CloudflareWARP,,0,
2025-11-28 00:06:31,314,AdskAccessServic,,0,
2025-11-28 00:06:31,315,AdskLicensingSer,,0,
2025-11-28 00:06:31,316,cameracaptured,,0,
2025-11-28 00:06:31,318,com.apple.audio.,,0,
